Sort_Order;Full_Species;Species_ID;Parent_ID;English_Name;French_Name;Spanish_Name;Scientific_Name;CDN_Status;Origin;Comment;Avibase_ID;Avibase_Status;Wild_Species_2020;COSEWIC_Species;SARA_Species;2015_MBCA_List;MBCA_Family;Family_Sci;Family_Sci_FR;Family_CmName_EN;Family_CmName_FR;Subfamily;Order;Prev_Species_ID;Prev_CND_Status;Prev_Names_Sci_EN_FR;Technical_Committees;Alpha_Code_BBL;Alpha_Code_FR;BBL_Number;BBS_Number
1923;Yes;YTBR;;Yellow-thighed Brushfinch;Tohi à cuisses jaunes;Sabanero de Piernas Amarillas;Atlapetes tibialis;DNO;;Formerly placed in the genus Pselliophorus.;4CB9ABDCA15D6EFB;;;No;No;No;Yes;Passerellidae;Passerellidés;Sparrows, Towhees, Juncos;Bruants, tohis, juncos;;Passeriformes;YTFI;;Pselliophorus tibialis, Yellow-thighed Finch;N/A;;;;
1924;Yes;YGBR;;Yellow-green Brushfinch;Tohi jaune-vert;Sabanero Verde Amarillo;Atlapetes luteoviridis;DNO;;Formerly placed in the genus Pselliophorus.;BCFC9B1D5D4A72B6;;;No;No;No;Yes;Passerellidae;Passerellidés;Sparrows, Towhees, Juncos;Bruants, tohis, juncos;;Passeriformes;YGFI;;Pselliophorus luteoviridis, Yellow-green Finch;N/A;;;;
1925;Yes;WECT;;Western Chat-Tanager;Konichon d'Haïti;Frutero Occidental;Calyptophilus tertius;DNO;;;2C4E4A3C5180D7A5;;;No;No;No;No;Calyptophilidae;Calyptophilidés;Chat-Tanagers;Calyptophiles;;Passeriformes;;;Tangara d'Haïti;N/A;;;;
1926;Yes;EACT;;Eastern Chat-Tanager;Konichon dominicain;Frutero Oriental;Calyptophilus frugivorus;DNO;;;FD0EC029D50AF25E;;;No;No;No;No;Calyptophilidae;Calyptophilidés;Chat-Tanagers;Calyptophiles;;Passeriformes;;;Tangara cornichon;N/A;;;;
1927;Yes;WRET;;Wrenthrush;Zélédonie couronnée;Chipe Ratona;Zeledonia coronata;DNO;;;1A2164E02ACC5C2A;;;No;No;No;No;Zeledoniidae;Zeledoniidés;Zeledonias;Zélédonies;;Passeriformes;;;Paruline de Zeledon;N/A;;;;
1928;Yes;BPLT;;Black-crowned Palm-Tanager;Katje à couronne noire;Frutero Palmero de Corona Negra;Phaenicophilus palmarum;DNO;;;0979B6B982C1EEBB;;;No;No;No;No;Phaenicophilidae;Phaenicophilidés;Hispaniolan Tanagers;Tangaras hispanioliens;;Passeriformes;;;Tangara à couronne noire;N/A;;;;
1929;Yes;GCPT;;Gray-crowned Palm-Tanager;Katje à couronne grise;Frutero Palmero de Corona Gris;Phaenicophilus poliocephalus;DNO;;;D3C190C7F9DB4C14;;;No;No;No;No;Phaenicophilidae;Phaenicophilidés;Hispaniolan Tanagers;Tangaras hispanioliens;;Passeriformes;;;Tangara quatre-yeux;N/A;;;;
1930;Yes;WWWA;;White-winged Warbler;Petit Quatre-yeux;Chipe de Alas Blancas;Xenoligea montana;DNO;;;1F5D926C7ACCBCA8;;;No;No;No;No;Phaenicophilidae;Phaenicophilidés;Hispaniolan Tanagers;Tangaras hispanioliens;;Passeriformes;;;Paruline quatre-yeux;N/A;;;;
1931;Yes;GTWA;;Green-tailed Warbler;Ligéa aux yeux rouges;Chipe de Cola Verde;Microligea palustris;DNO;;;CE22ADAB02D23E8F;;;No;No;No;No;Phaenicophilidae;Phaenicophilidés;Hispaniolan Tanagers;Tangaras hispanioliens;;Passeriformes;;;Paruline aux yeux rouges;N/A;;;;
1932;Yes;PRTA;;Puerto Rican Tanager;Pleureur de Porto Rico;Llorosa de Puerto Rico;Nesospingus speculiferus;DNO;;;055C562F1178A1EA;;;No;No;No;No;Nesospingidae;Nesospingidés;Puerto Rican Tanagers;Tangaras portoricains;;Passeriformes;;;Tangara de Porto Rico;N/A;PRTA;;6102;18480
1933;Yes;WESP;;Western Spindalis;Zéna à tête rayée;Tangara Cabeza Rayada;Spindalis zena;DNO;;;AA587D5FD938C709;;;No;No;No;No;Spindalidae;Spindalidés;Spindalises;Zénas;;Passeriformes;;;Stripe-headed Tanager;N/A;WESP;;6101;06101
1934;Yes;JAMS;;Jamaican Spindalis;Zéna de Jamaïque;Frutero Jamaiquino;Spindalis nigricephala;DNO;;;611D2C6BBAFEC799;;;No;No;No;No;Spindalidae;Spindalidés;Spindalises;Zénas;;Passeriformes;;;;N/A;JAMS;;6105;
1935;Yes;HISP;;Hispaniolan Spindalis;Zéna d'Hispaniola;Frutero de la Española;Spindalis dominicensis;DNO;;;E5BFABA72A9A6C0C;;;No;No;No;No;Spindalidae;Spindalidés;Spindalises;Zénas;;Passeriformes;;;;N/A;HISP;;6103;
1936;Yes;PRSP;;Puerto Rican Spindalis;Zéna de Porto Rico;Frutero de Puerto Rico;Spindalis portoricensis;DNO;;;5B4FFF782C9EB0E9;;;No;No;No;No;Spindalidae;Spindalidés;Spindalises;Zénas;;Passeriformes;;;;N/A;PRSP;;6104;18143
1937;Yes;YHWA;;Yellow-headed Warbler;Chillina de Fernandina;Chipe de Cabeza Amarilla;Teretistris fernandinae;DNO;;;C235BE9544DF50F1;;;No;No;No;No;Teretistridae;Teretistridés;Cuban Warblers;Parulines cubaines;;Passeriformes;;;Paruline de Fernandina;N/A;;;;
1938;Yes;ORWA;;Oriente Warbler;Chillina d'Oriente;Chipe de Oriente;Teretistris fornsi;DNO;;;F40FB0E833CDEC14;;;No;No;No;No;Teretistridae;Teretistridés;Cuban Warblers;Parulines cubaines;;Passeriformes;;;Paruline d'Oriente;N/A;;;;
1939;Yes;YBCH;;Yellow-breasted Chat;Ictérie polyglotte;Chipe Grande;Icteria virens;BRE;;;734C73A933F3108B;Breeder;Vulnerable - Vulnérable;No;No;Yes;Yes;Icteriidae;Ictéridés;Chats;Ictéries;;Passeriformes;;;Paruline polyglotte, Fauvette polyglotte;LA;YBCH;;6830;06830
1939.1;No;YBCH_ABC;YBCH;Yellow-breasted Chat auricollis subspecies (Southern Mountain population);Ictérie polyglotte de la sous-espèce auricollis (Population des montagnes du Sud);Chipe Grande subespecie auricollis (Población de las montañas meridionales);Icteria virens auricollis;BRE;;"Between 2007-2009, 17-37 nests located in South Okanagan, BC; COSEWIC 2011 cites 152 pairs.";;;;Yes;Yes;No;Yes;Icteriidae;Parulidés;Chats;Ictéries;;Passeriformes;;;Yellow-breasted Chat auricollis subspecies British Columbia population, Paruline polyglotte de la sous-espèce auricollis population de la Colombie-Britannique;LA;;;;
1939.2;No;YBCH_PRA;YBCH;Yellow-breasted Chat auricollis subspecies (Prairie population);Ictérie polyglotte de la sous-espèce auricollis (Population des prairies);Chipe Grande subespecie auricollis (Población de las praderas);Icteria virens auricollis;BRE;;;;;;No;No;No;Yes;Icteriidae;Parulidés;Chats;Ictéries;;Passeriformes;;;Paruline polyglotte, Fauvette polyglotte;LA;;;;
1939.3;No;YBCH_VIR;YBCH;Yellow-breasted Chat virens subspecies;Ictérie polyglotte de la sous-espèce virens;Chipe Grande subespecie virens;Icteria virens virens;BRE;;"< 42 pairs in ON (COSEWIC 2011); 8 squares with confirmed/probable nesting during 2nd ON atlas.";;;;Yes;Yes;No;Yes;Icteriidae;Parulidés;Chats;Ictéries;;Passeriformes;;;Paruline polyglotte, Fauvette polyglotte;LA;;;;
1940;Yes;YHBL;;Yellow-headed Blackbird;Carouge à tête jaune;Tordo Cabeza Amarilla;Xanthocephalus xanthocephalus;BRE;;;3E2D0C9BADB782DB;Breeder;Secure - En sécurité;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Xanthocephalinae;Passeriformes;;;;LA;YHBL;;4970;04970
1941;Yes;BOBO;;Bobolink;Goglu des prés;Tordo Arrocero;Dolichonyx oryzivorus;BRE;;;F845062FC976B85B;Breeder;Vulnerable - Vulnérable;Yes;Yes;Yes;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Dolichonychinae;Passeriformes;;;Goglu;LA;BOBO;GOPR;4940;04940
1942;Yes;CHME;;Chihuahuan Meadowlark;Sturnelle de Lilian;Pradero Altiplanero;Sturnella lilianae;DNO;;"Added in 2023; formerly considered conspecific with S. magna";F707BD5FCD65B366;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Sturnellinae;Passeriformes;;;;N/A;CHME;;5013;05009
1943;Yes;EAME;;Eastern Meadowlark;Sturnelle des prés;Pradero Tortillaconchile;Sturnella magna;BRE;;;8CD66855AB6A611D;Breeder;Vulnerable - Vulnérable;Yes;Yes;Yes;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Sturnellinae;Passeriformes;;;Meadowlark;LA;EAME;STPR;5010;05010
1944;Yes;WEME;;Western Meadowlark;Sturnelle de l'Ouest;Pradero del Oeste;Sturnella neglecta;BRE;;;4A5B488366FC0784;Breeder;Secure - En sécurité;No;No;Yes;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Sturnellinae;Passeriformes;;;;LA;WEME;STOU;5011;05011
1944.999;No;MEAD_UNI;;Unidentified Meadowlark;Sturnelle non identifiée;Pradero no identificado;Sturnella sp.;;;;;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Sturnellinae;Passeriformes;;;;LA;EWME;;5012;05012
1945;Yes;RBRM;;Red-breasted Meadowlark;Sturnelle militaire;Pastorero pechirrojo;Leistes militaris;DNO;;Formerly included in the genus Sturnella.;5E08EF7369DCED33;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Sturnellinae;Passeriformes;RBBL;;Sturnella militaris, Red-breasted Blackbird;N/A;;;;
1946;Yes;YBIC;;Yellow-billed Cacique;Cassique à bec jaune;Cacique Pico Claro;Amblycercus holosericeus;DNO;;;8DAADD7F224DD9B5;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Amblycercinae;Passeriformes;;;;N/A;;;;19350
1947;Yes;YWCA;;Yellow-winged Cacique;Cassique à ailes jaunes;Cacique Mexicano;Cassiculus melanicterus;DNO;;Formerly placed in the genus Cacicus.;B966FC721A944DC5;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;Cacicus melanicterus;N/A;;;;19380
1948;Yes;CROR;;Crested Oropendola;Cassique huppé;Conoto Yapú;Psarocolius decumanus;DNO;;;509940AF4614AE9C;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;;N/A;;;;
1949;Yes;CHOR;;Chestnut-headed Oropendola;Cassique à tête brune;Oropéndola Cabeza Castaña;Psarocolius wagleri;DNO;;;0B4AD6B38A5E82D1;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;;N/A;;;;19400
1950;Yes;MORO;;Montezuma Oropendola;Cassique de Montezuma;Oropéndola de Moctezuma;Psarocolius montezuma;DNO;;;156BF6503BFC84C9;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;;N/A;;;;19410
1951;Yes;BLOR;;Black Oropendola;Cassique noir;Conoto Negro;Psarocolius guatimozinus;DNO;;;0BA83156E86C8F5C;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;;N/A;;;;
1952;Yes;SRCA;;Scarlet-rumped Cacique;Cassique à dos rouge;Arrendajo de Pico Curvo;Cacicus uropygialis;DNO;;;73399D4E1FBF7231;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;;N/A;;;;
1953;Yes;YRCA;;Yellow-rumped Cacique;Cassique cul-jaune;Arrendajo Común;Cacicus cela;DNO;;;EC71EBACA5EC1A5C;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Cacicinae;Passeriformes;;;;N/A;;;;
1954;Yes;BAHO;;Bahama Oriole;Oriole des Bahamas;Turpial de las Bahamas;Icterus northropi;DNO;;;C70AA1824FDECDFD;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;BAHO;;5044;
1955;Yes;CUOR;;Cuban Oriole;Oriole de Cuba;Turpial Cubano;Icterus melanopsis;DNO;;;A965AA916095BA74;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;CUOR;;5043;
1956;Yes;HIOR;;Hispaniolan Oriole;Oriole d'Hispaniola;Turpial de Sureste;Icterus dominicensis;DNO;;;4760A99A29B2EF0A;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;HISO;;Black-cowled Oriole;N/A;HIOR;;5046;
1957;Yes;PROR;;Puerto Rican Oriole;Oriole de Porto Rico;Turpial Puertorriqueño;Icterus portoricensis;DNO;;;05284D57D2F6CC6C;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;PROR;;5045;
1958;Yes;SLOR;;St. Lucia Oriole;Oriole de Sainte-Lucie;Turpial de Santa Lucia;Icterus laudabilis;DNO;;;B196BC4166FC311E;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;
1959;Yes;MORI;;Montserrat Oriole;Oriole de Montserrat;Turpial de Monserrate;Icterus oberi;DNO;;;80F9BE4B5BA2B7FD;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;
1960;Yes;MAOR;;Martinique Oriole;Oriole de Martinique;Turpial de Martinique;Icterus bonana;DNO;;;ED0ABA398DFB138D;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Oriole de la Martinique;N/A;;;;
1961;Yes;BVOR;;Black-vented Oriole;Oriole cul-noir;Calandria de Wagler;Icterus wagleri;DNO;;;87CD97E1711254F6;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Oriole à queue noire;N/A;BVOR;;5041;05041
1962;Yes;BWOR;;Bar-winged Oriole;Oriole unifascié;Calandria Guatemalteca;Icterus maculialatus;DNO;;;A7BA73590AD2F930;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;19290
1963;Yes;BCOR;;Black-cowled Oriole;Oriole monacal;Calandria Caperuza Negra;Icterus prosthemelas;DNO;;;071A4C74E2661067;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;BCOR;;5042;19251
1964;Yes;OROR;;Orchard Oriole;Oriole des vergers;Calandria Castaña;Icterus spurius;BRE;;;000482C9FC0553CD;Breeder;Secure - En sécurité;No;No;Yes;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;LA;OROR;ORVE;5060;05060
1965;Yes;HOOR;;Hooded Oriole;Oriole masqué;Calandria Dorso Negro Menor;Icterus cucullatus;ACC;;QC Checklist.;526A36924CDA313C;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;LA;HOOR;;5050;05050
1966;Yes;YBOR;;Yellow-backed Oriole;Oriole noir et or;Calandria Dorso Amarillo;Icterus chrysater;DNO;;;379A7116CA3BBDF1;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;19300
1967;Yes;OCOR;;Orange-crowned Oriole;Oriole à tête d'or;Turpial Real;Icterus auricapillus;DNO;;;A27737B7A5A5EDEE;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;
1968;Yes;YTOR;;Yellow-tailed Oriole;Oriole à queue jaune;Calandria Cola Amarilla;Icterus mesomelas;DNO;;;2E74AF7D8FFDBDBD;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;19320
1969;Yes;VETR;;Venezuelan Troupial;Oriole troupiale;Trupial;Icterus icterus;DNO;;Troupial is split into Venezuelan Troupial (Icterus icterus), Orange-backed Troupial (I. croconotus), and Campo Troupial (I. jamacaii).;B7C6DEB5671C3D9F;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Troupial;N/A;VETR;;9166;
1970;Yes;SBAO;;Streak-backed Oriole;Oriole à dos rayé;Calandria Dorso Rayado;Icterus pustulatus;DNO;;;DA089C8E5605B01E;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;STRO;;Scarlet-headed Oriole;N/A;STRO;;5051;05051
1971;Yes;BUOR;;Bullock's Oriole;Oriole de Bullock;Calandria Cejas Naranjas;Icterus bullockii;BRE;;;7E65A952009BFD5F;Breeder;Secure - En sécurité;No;No;Yes;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Icterus galbula, Northern Oriole, Oriole à ailes blanches;LA;BUOR;;5080;05080
1971.555;No;BBOH;;Bullock's x Baltimore Oriole hybrid;Hybride d'Oriole de Bullock et d'Oriole de Baltimore;Híbrido de Calandria Cejas Naranjas y Calandria de Baltimore;Icterus bullockii x galbula;BRE;;;;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;LA;BBOH;;5078;05078
1971.999;No;BUBA_UNI;;Unidentified Bullock's/Baltimore Oriole;Oriole de Baltimore/Oriole de Bullock non identifiée;Calandria Cejas Naranjas o Calandria de Baltimore on identificado;Icterus bullockii/galbula;;;;;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;LA;;;;05077
1972;Yes;ORAO;;Orange Oriole;Oriole orange;Calandria Dorso Naranja;Icterus auratus;DNO;;;CC30267CC554DE9E;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;19330
1973;Yes;JAOR;;Jamaican Oriole;Oriole de Jamaïque;Turpial Caribeño;Icterus leucopteryx;DNO;;;4690E0C3270CF547;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Oriole de la Jamaïque;N/A;JAOR;;9169;
1974;Yes;SBOR;;Spot-breasted Oriole;Oriole maculé;Calandria Pecho Moteado;Icterus pectoralis;DNO;;;D8B8C2B973A9D1DB;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;SPOO;;Spotted-breasted Oriole;N/A;SPOO;;5032;05032
1975;Yes;ALOR;;Altamira Oriole;Oriole à gros bec;Calandria Dorso Negro Mayor;Icterus gularis;DNO;;;1F87083D37D1C0C0;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Lichtenstein's Oriole;N/A;ALOR;;5031;05031
1976;Yes;AUOR;;Audubon's Oriole;Oriole d'Audubon;Calandria Capucha Negra;Icterus graduacauda;DNO;;;13B1B96814AC804A;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Black-headed Oriole, Oriole à dos jaune;N/A;AUOR;;5030;05030
1977;Yes;BAOR;;Baltimore Oriole;Oriole de Baltimore;Calandria de Baltimore;Icterus galbula;BRE;;;5110842FA06DD11C;Breeder;Secure - En sécurité;No;No;Yes;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;Northern Oriole, Oriole du Nord, Oriole orangé;LA;BAOR;ORBA;5070;05070
1978;Yes;BBOR;;Black-backed Oriole;Oriole d'Abeillé;Calandria Flancos Negros;Icterus abeillei;DNO;;;6055C1FB3CDC8231;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;N/A;;;;19341
1979;Yes;SCOR;;Scott's Oriole;Oriole jaune-verdâtre;Calandria Tunera;Icterus parisorum;ACC;;;9EE6D52416E94971;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;LA;SCOR;;5040;05040
1979.999;No;ORIO_UNI;;Unidentified Oriole;Oriole non identifiée;Calandria no identificado;Icterus sp.;;;;;;;No;No;No;Yes;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Icterinae;Passeriformes;;;;LA;;;;
1980;Yes;JABL;;Jamaican Blackbird;Carouge de Jamaïque;Turpial Jamaiquino;Nesopsar nigerrimus;DNO;;;F8918F08112F8870;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;Carouge de la Jamaïque;N/A;;;;
1981;Yes;RWBL;;Red-winged Blackbird;Carouge à épaulettes;Tordo Sargento;Agelaius phoeniceus;BRE;;;C86D078E641FCE6D;Breeder;Secure - En sécurité;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;RWBL;CAEP;4980;04980
1982;Yes;RSBL;;Red-shouldered Blackbird;Carouge de Cuba;Turpial de Hombros Rojos;Agelaius assimilis;DNO;;;061323045FD7AFF4;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;
1983;Yes;TRBL;;Tricolored Blackbird;Carouge de Californie;Tordo Tricolor;Agelaius tricolor;DNO;;;80285D5C3871EE38;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;TRBL;;5000;05000
1984;Yes;TSBL;;Tawny-shouldered Blackbird;Petit Carouge;Turpial de Hombros Castaños;Agelaius humeralis;DNO;;;0A232F2A82BB19BC;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;TSBL;;5001;05001
1985;Yes;YSBL;;Yellow-shouldered Blackbird;Carouge de Porto Rico;Turpial de Hombros Amarillos;Agelaius xanthomus;DNO;;;A349723DCEEB104D;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;YSBL;;5002;19140
1986;Yes;SHCO;;Shiny Cowbird;Vacher luisant;Tordo Sudamericano;Molothrus bonariensis;ACC;;;AA7798040CC37113;Accidental;Not Applicable - Non applicable;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;SHCO;;4961;04961
1987;Yes;BROC;;Bronzed Cowbird;Vacher bronzé;Tordo Ojos Rojos;Molothrus aeneus;ACC;;;D8310D39D9FEB2F4;Accidental;Not Applicable - Non applicable;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;BROC;;4960;04960
1988;Yes;BHCO;;Brown-headed Cowbird;Vacher à tête brune;Tordo Cabeza Café;Molothrus ater;BRE;;;1E1AB415D083AAD4;Breeder;Secure - En sécurité;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;BHCO;VATB;4950;04950
1989;Yes;GICO;;Giant Cowbird;Vacher géant;Tordo Gigante;Molothrus oryzivorus;DNO;;;91375A56269BDAF0;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;19240
1989.999;No;COWB_UNI;;Unidentified Cowbird;Vacher non identifié;Tordo no identificado;Molothrus sp.;;;;;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;;;;04955
1990;Yes;MEBL;;Melodious Blackbird;Quiscale chanteur;Tordo Cantor;Dives dives;DNO;;;19784EAF0196E434;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;19170
1991;Yes;CUBL;;Cuban Blackbird;Quiscale violet;Turpial Cubano;Ptiloxena atroviolacea;DNO;;;5716ACB78F39374B;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;Dives atroviolaceus;N/A;;;;
